pid,parameter,optimal_x
3,[1.0820110175764592],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0542913756297858],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.052396845257131],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9271744111761816],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9472556685291834],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9799715184630045],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.953535199882292],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0505677857817586],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0636664495549222],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.065022281317623],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9130462227622173],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0460487174962352],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0913393724465672],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.070084463795208],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.084104859950697],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9798094369933092],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9823426735114343],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9365355829881962],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0965940566858812],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0301940322700809],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0781937010918192],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9256926459480542],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0986243672247347],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0175175475341498],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.052869336229719],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9341052461723072],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.905154221554828],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.021208827826419],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0670069567942475],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0208978043330261],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0417494918557684],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.069370131732724],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9689772205416585],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9895588343403676],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.980885327174859],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0423746483598448],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.950768034934858],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.980407735711234],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.085780476306672],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.046857754323381],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0250987378219192],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0270542003864114],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0868543087786133],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9848959795569795],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.018931806582522],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9272934399128362],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.96118558340321],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9392765789975543],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9594042590674358],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9819587704504371],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9453504706961249],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0714498097195635],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9713465179951746],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0509271028321447],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9346432835418353],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9538033298746558],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9196711634512681],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0643616550011936],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9579365290322678],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0159735023867795],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0990907807993888],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0916194729141915],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0136525269215804],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9344914707307398],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0899200689552275],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0880579189606876],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0207444942435022],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0391426418048009],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0873013516126546],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9298270613294153],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9735393770437606],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0823571016824816],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9734014223560805],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9233859001219767],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0898579810992017],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9410055418364864],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0978098597361514],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0478533938397963],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0788486238215516],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9305098985083221],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9768345428697377],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9206774445278182],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.030824389336892],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0504676366125716],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.089542961274775],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9816148231157312],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0565910281140962],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0734684886214778],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9173419371049905],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.090891811671344],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9251556462591415],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0840299254163672],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9005233237328618],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9658446718021835],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.013269607304602],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9507905907547975],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9513919197047429],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0360642911081042],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9428349185246487],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9586244763987126],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9418110296133009],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0265738468153438],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0463347748374434],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9850245138417253],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9533249990674064],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9785784895468905],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.981488410554035],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9888618411512584],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0998902014713798],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0237173345743138],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9094317902212288],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9506963581631924],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9474246622735903],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0712759844023796],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9553542893718806],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.043568462129062],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0222011375827618],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0900274311465887],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.947807658345394],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0628190188420472],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9712458921408844],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9872621359996239],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0861453415289173],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0599369184813088],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0180784248016976],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9201196004882365],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9078241140603657],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0910047329574786],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0831242957063871],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0477091276845547],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0913747288526694],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.915233999223866],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0670251330758127],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0875284635900124],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.070807435428085],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.945049752228489],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0596538389562564],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.01583332954611],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.966454322695498],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0257693275080197],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.045000266155648],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.024943646860251],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9700421727641526],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0285001042903317],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0374343513082747],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9627339137494999],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0776158845889199],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0191330085119685],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9359005068108334],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0982596897127712],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9892592659696289],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9180688087466665],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0655776622070818],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0262814568454384],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9765499629235358],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0334776080196084],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9236137563145405],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9159890624628549],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9517226332006922],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9695195764063338],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.023171380290573],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.07166330066455],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9107597619423423],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.03811104282117],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0295402524256343],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9729166543163662],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0122836670588529],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0946833214166434],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0378814646075893],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9579389379251294],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9090849756361937],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.023376879691413],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0501979880063859],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9746696950708471],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9073225484563073],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0473511422469428],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0669944070425152],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0145960148837798],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.03344646588492],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0115430465802426],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9335695151109575],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9851219776783581],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9628392845461151],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.025970370963008],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9093181779315314],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.037980936134634],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0646159849594976],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0697006564484721],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9709222713698015],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.94059281118244],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0210383875006537],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0251487929182639],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.082027921366847],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9488377527894951],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0205557059193433],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0811331963789228],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9322234881483453],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9132553508772246],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9012242755188292],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0124262011206433],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0745988054396662],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0615784412982205],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0215665266239091],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0643654897554795],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0175171242644805],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9495327122983344],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0421316074569722],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0405110335035623],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9031813083999118],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9606566842926118],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.03666540507294],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9876228642420916],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9110675451639944],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.015613929337284],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9886889957917417],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9203874000178177],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.050078745316758],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0996799565765887],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0421428537400679],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0842795933233607],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9577747063840231],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9555506475186737],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9155046554124546],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9101651955254235],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9147349681415261],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0128632275293747],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0974947505027537],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0231150842567143],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.098739450478776],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9838840419525122],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0605318615752943],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9305468395627293],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9482851134687562],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9600695348771227],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0447743087883592],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0367313089443744],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.068905918591578],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.068550097264306],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9662222964208733],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0223816850390786],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0402752486605797],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9043380657432293],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0133811202420626],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0829762180823104],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.972803099984656],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9366947807429838],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9422074012374586],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9199438468777913],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0925561083571698],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0773797546940136],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0556244719853207],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0170149084420554],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0408843629188087],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0648873385931668],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0441860999088732],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0766178512394395],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0123353411332976],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.914543180042523],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9688045907203799],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0661980923869652],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9401728602036309],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9140546488636083],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9502558878681694],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9261897978930584],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0836930750880807],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9086994602231425],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9710302100369398],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.093577817224738],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9691109560160283],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0608538530802225],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0339689965387835],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9040994073405535],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.931015157165449],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9369539502359717],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0358736040873069],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0328272862366854],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9089898157185724],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9602390030945473],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.032307066364297],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0855292508589702],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9032360319872763],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9560675521771227],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9302443195142779],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0520999583093413],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0497439093885363],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0273159033673958],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9719846908279948],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0442441871050867],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9318393322592804],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9856529979590084],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9545212717885068],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9703737391796722],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.911473257229441],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0477940151174854],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9833395962429767],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0394931875208329],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.032503814738641],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9589236374981768],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0822672723785942],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[1.0822296671640257],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9064296968932462],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9682033052584779],"[0.0, 0.0, 0.0, 0.0, 0.0]"
3,[0.9336819603718247],"[0.0, 0.0, 0.0, 0.0, 0.0]"
